phrase,is_ingredient
"1  tablespoon  butter, melted",1
dill bread,0
preheat the oven to 350 degrees.,0
proof the yeast in the lukewarm water with the sugar.,0
"in a saucepan, warm the cottage cheese until lukewarm, and add to the yeast sponge. then add the egg, lightly beaten, the grated onion, melted butter, salt, baking soda, dill seeds and fresh dill.",0
"stir until well blended, then add just enough flour to make a rather soft dough.",0
"put the dough into a large buttered bowl,  cover with a towel and place in a warm spot to rise for about 1  hour or until doubled in bulk.",0
remove the dough to a lightly floured work surface and knead for a couple of minutes.,0
"then place in a large buttered (9"" by 5') loaf pan.",0
cover and let rise for about 30 minutes.,0
then bake in the oven for about 50 minutes or until the bread has turned light brown and sounds hollow when tapped.,0
cool wrapped in a towel.,0
"







                            
                                submit a correction
                            
                        





",0
3  cups  all-purpose flour,1
"1  tablespoon  baking powder, plus",1
1  teaspoon  baking powder,1
3  tablespoons  sugar,1
1⁄4 cup  fresh dill,1
2  teaspoons  dried dill,1
1 1⁄2 teaspoons  baking soda,1
1⁄2 teaspoon  salt,1
1⁄2 teaspoon  pepper,1
1 1⁄2 cups  buttermilk,1
dill buttermilk bread,0
preheat oven to 350 f.,0
"combine flour, baking powder, sugar, dill, baking soda, salt and pepper in a bowl.",0
add buttermilk a little at a time until a soft dough  forms.,0
turn into a greased 9 inch by 5 inch (2 litre) loaf pan.,0
bake for 50  minutes or until loaf is golden brown.,0
serve warm; reheat when needed.,0
the globe and mail -----,0
"







                            
                                submit a correction
                            
                        





",0
"1 1⁄2 cups  raw red cabbage, shredded",1
"1 1⁄2 cups  raw green cabbage, shredded",1
"1⁄2 cup  raw spinach leaves, shredded",1
"1⁄2 cup  raw carrot, shredded",1
dressing:1⁄2 cup  fat-free vinaigrette-style dressing,1
1  tablespoon  poppy seeds or 1  tablespoon  celery seed,1
1  tablespoon  prepared mustard,1
" pepper, freshly ground",1
double cabbage salad,0
trim all leaves well from vegetables and remove coarse veins and stems before shredding.,0
toss all vegetables in a very large salad bowl.,0
"mix dressing with seeds, mustard, and pepper very well and pour over vegetables.",0
serve as a side dish.,0
"







                            
                                submit a correction
                            
                        





",0
2 -3  medium  eggplants,1
1⁄3 cup  lemon juice,1
1⁄3 cup  tahini,1
"3 -4  garlic cloves, crushed",1
1⁄2 teaspoon  salt,1
"1⁄3 cup  parsley, chopped",1
1⁄8 teaspoon  black pepper,1
"1⁄4 cup  scallion, minced",1
2  tablespoons  olive oil,1
baba ganouj ( baba ghanoush ),0
preheat oven to 400°f.,0
pierce the eggplants several times with fork.,0
place on  lightly oiled baking sheet and bake 40--45 minutes until completely soft. cool.,0
scoop out the insides and puree in food processor.,0
add all remaining ingredients except olive oil and scallions.,0
cool.,0
top with olive oil and scallions before  serving.,0
"serve with pita bread, greek olives and tomatoes.",0
"







                            
                                submit a correction
                            
                        





",0
150  ml  water,1
1  pinch  salt,1
75  g  butter,1
90  g  flour,1
3  eggs,1
500  ml  double cream or 500  ml  heavy cream,1
60  g  sugar,1
15  g  vanilla sugar,1
100  g  icing sugar,1
10  g  cacao or 10  g  cocoa (about 1.5  tablespoon),1
1 1⁄2 tablespoons  water,1
"8  pieces  fruit (e.g. pineapple chunks, strawberries)",1
dutch moorkoppen,0
"filling: 500 ml double cream (or heavy cream), whipped with 60 gr sugar and 15 g vanilla sugar icing: 100 gr icing sugar 10 gr cacao (or cocoa) 1.5 tablespoon warm water about 8 pieces of fruit (e.g.",0
"pineapple chunks, strawberries) sift the flour and the salt. bring the water to the boil, together with the  butter.",0
(it really has to boil!). add the flour and salt and mix.,0
"remove from  heat. beat well with a wooden spoon until there are no lumps left. now add one  of the eggs, stir with a wooden spoon, then beat very thoroughly until it has  been absorbed.",0
"add the second egg, stir, beat again very thoroughly until it has been absorbed.",0
"beat the remaining egg in a little bowl, and add this spoon by  spoon until the pastry mixture has a velvety consistency that keeps its shape  when pulled into points with the spoon.",0
then beat the pastry mixture till it is  fluffy and shining.,0
"make with 2 spoons dipped in water, about 8 ball shaped  heaps on a well-greased baking tin.",0
bake in the middle of a preheated oven  (200-225 degree.c) in 30-40 minutes golden and puffy.,0
"do not open the oven door  the first 20 minutes! leave them for about 5 minutes in the oven with the door  opened, and then remove the choux puffs from the tin.",0
put them on a wire rack to cool down.,0
make the icing just before filling the choux puffs.,0
make a cut in  the puffs sides and pipe in the cream.,0
keep some of the cream to decorate the  top.,0
"mix the icing sugar and the cacao, and add drip by drip the water.",0
"stir  with a metal spoon, until thick and slightly fluid.",0
stir this till it shines and stick to the back of the spoon.,0
"dip the tops of the filled choux puffs with a  twisting move in the icing, so that the top is covered.",0
put the moorkoppen on a  wire rack with a plate under it. leave them for about. 30 minutes until the  icing is hard.,0
"pipe a puff of the remaining cream on it, and decorate this with  a piece of fruit.",0
"







                            
                                submit a correction
                            
                        





",0
1 (12  ounce) package refrigerated buttermilk biscuits,1
"5  medium  apples, peeled, cored and halved",1
1  cup  sugar,1
1  cup  water,1
"1⁄2 cup  butter or 1⁄2 cup  margarine, melted",1
1  teaspoon  vanilla,1
 cinnamon,1
easy apple dumplings,0
flatten biscuits with hand.,0
wrap each biscuit around an apple half; place seam side down into a greased 13x9x2-inch baking dish.,0
"combine sugar, water, butter, and vanilla; pour into pan.",0
sprinkle cinnamon over dumplings.,0
bake uncovered at 350 degrees for 30-40 minutes or until golden brown and apples are tender.,0
"







                            
                                submit a correction
                            
                        





",0
"1 (400  g) can tomatoes, in juice",1
1 (1 1/4 ounce) packet onion soup mix,1
1  teaspoon  beef stock powder,1
1⁄2 teaspoon  dried oregano,1
1⁄2 teaspoon  dried basil,1
1  teaspoon  green herb stock powder,1
4  tablespoons  tomato paste,1
1  tablespoon  soy sauce,1
"1  garlic clove, crushed",1
450  g  beef mince,1
"1⁄2 cup  water, hot",1
150  g  small lasagna noodles,1
"1 1⁄2 cups  cheese, grated",1
1⁄2 cup  dried breadcrumbs,1
" parsley, chopped, to garnish",1
easy lasagna,0
pour tomatoes and juice into a large bowl and cut the tomatoes into pieces.,0
"add soup mix, stocks, herbs, tomato paste, soy sauce, garlic, mince and water.",0
mix thoroughly.,0
grease a round casserole dish (21cm) and spoon a third of the meat mixture into it.  arrange half the noodles on top and cover with another third of the mixture.  spread the remaining noodles evenly and top with the remaining meat mixture.  cover and cook on high for 12 minutes.,0
stand covered 15 minutes.,0
uncover and cook on high for 3 minutes.,0
spread the cheese over the top and continue cooking for 1 1/2 minutes.,0
sprinkle with dried breadcrumbs and parsley.,0
stand uncovered for 5 - 10 minutes before serving.,0
"







                            
                                submit a correction
                            
                        





",0
1  tablespoon  butter,1
"4  garlic cloves, minced",1
"1  large  yellow onion, chopped",1
"1  lb  white mushroom, sliced",1
1  tablespoon  all-purpose flour,1
1⁄2 cup  dry white wine,1
1  cup  sour cream,1
"8  ounces  linguine, cooked",1
easy mushroom stroganoff,0
melt butter in a heavy large saucepan over medium-high heat.  add garlic and saute 30 seconds.,0
add onion and saute another 2 minutes or so.,0
"then add mushrooms and saute until tender, about 10 minutes.",0
don't worry if the mixture seems too dry.,0
"reduce heat to medium, then add flour and stir another minute.  add white wine and cook until mixture thickens, stirring frequently--about another 2-3 minutes.",0
"mix in sour cream, and season to taste with salt and pepper.",0
add cooked linguine and toss to blend linguine with sauce.,0
**adapted from a recipe in _bon appetit_.,0
"







                            
                                submit a correction
                            
                        





",0
"4  baby chickens, 1 pound each halved",1
 salt,1
 cayenne pepper,1
 sugar,1
5  tablespoons  olive oil,1
"16  garlic cloves, peeled",1
"1⁄2 lb  yellow squash, cut into 1/2 inch slices",1
"1⁄2 lb  zucchini, cut into 1/2 inch slices",1
1  bay leaf,1
1  sprig  fresh rosemary,1
"1⁄2 lime, zest of, cut in julienne (match stick size)",1
"1  lime, juice of",1
"2  cups  plum tomatoes, cut into 1/2 inch slices",1
1⁄4 cup  chicken stock or 1⁄4 cup  water,1
chicken and yellow & zucchini squash casserole with rosemary,0
preheat the oven to 450 degrees.,0
"season the chicken with salt, cayenne pepper, and a pinch of sugar.",0
heat 2 tablespoons of the olive oil in a large roasting pan over high heat.,0
"add the chickens, skin side down, and saute until golden, about 4 to 6 minutes.",0
"turn them over and add the garlic, squash and zucchini slices, bay leaf, rosemary, lime zest, and salt.",0
drizzle 1 tablespoon of the olive oil over the casserole and carefully toss.,0
"place the pan in the oven and roast for 15 to 20 minutes, tossing 2 or 3 times.",0
place the tomato slices in a bowl.,0
"season with salt, a pinch of cayenne pepper and sugar.",0
toss them in 1 tablespoon of the olive oil and the lime juice and spread them over the chicken-squash casserole.,0
cook for 5 to 7 minutes more.,0
"discard the bay leaf and rosemary sprigs, transfer the chicken and garnish to a large serving platter, and keep warm.",0
add the stock or water to the pan drippings and simmer for 3 to 4 minutes over medium heat.,0
"add the remaining tablespoon of olive oil, mix well, and strain the sauce.",0
place the chickens on a platter.,0
arrange the vegetables over them.,0
spoon the sauce evenly over the warm dish.,0
"







                            
                                submit a correction
                            
                        





",0
4  large  elderflower heads (picked on a sunny july day),1
